event_id,ra,dec,energy,arrival_time,instrument,t90_s
bn200630076,91.38,-60.789,6.8551e-07,59030.0761,Fermi-GBM,7.168
bn211107848,183.42,-61.22,5.1037e-07,59525.8477,Fermi-GBM,8.384
bn250121983,225.14,-34.37,5.6747e-06,60696.9834,Fermi-GBM,5.184
bn091231206,199.36,-60.7,9.7628e-06,55196.2059,Fermi-GBM,42.561
bn161106786,284.53,-60.65,1.2292e-06,57698.7859,Fermi-GBM,12.544
bn240606565,40.234,-60.637,3.8129e-06,60467.5647,Fermi-GBM,11.008
bn161110179,254.91,-60.62,1.5922e-07,57702.1791,Fermi-GBM,1.792
bn160424492,319.485,-60.6148,2.7276e-06,57502.4924,Fermi-GBM,6.592
bn081121858,89.3,-60.6,1.5272e-05,54791.858,Fermi-GBM,41.985
bn080714745,188.1,-60.2,6.333e-06,54661.7451,Fermi-GBM,59.649
bn120511638,226.93,-60.49,1.14e-05,56058.6381,Fermi-GBM,45.249
bn251130030,176.65,-60.41,1.6705e-06,61009.0299,Fermi-GBM,19.456
bn190119249,192.24,-59.82,1.0101e-06,58502.2493,Fermi-GBM,34.304
bn130730243,133.75,-60.36,2.1151e-06,56503.2433,Fermi-GBM,27.904
bn190814837,60.41,-60.34,1.0762e-06,58709.8371,Fermi-GBM,9.984
bn130304658,178.87,-60.29,1.6196e-06,56355.6575,Fermi-GBM,23.296
bn190422957,182.124,-60.238,8.6999e-06,58595.9572,Fermi-GBM,213.252
bn080723557,176.8,-60.2,7.223e-05,54670.5572,Fermi-GBM,58.369
bn250929838,58.17,-60.18,5.1516e-07,60947.8376,Fermi-GBM,9.728
bn260325986,113.258,-59.721,5.4731e-06,61124.9859,Fermi-GBM,18.432
bn120521380,197.016,-52.742,3.1063e-06,56068.3805,Fermi-GBM,91.134
bn140716436,108.173,-60.1757,1.1831e-05,56854.4361,Fermi-GBM,168.253
bn130701060,97.79,-60.13,7.1167e-06,56474.0605,Fermi-GBM,20.224
bn130617564,74.73,-60.06,2.4091e-07,56460.5645,Fermi-GBM,0.768
bn160912350,183.29,-60.04,4.0972e-06,57643.3501,Fermi-GBM,32.705
bn150827785,68.3,-60.0,1.6786e-06,57261.7849,Fermi-GBM,10.496
bn210727410,189.231,-59.926,1.9552e-06,59422.4103,Fermi-GBM,1.088
bn180505540,4.51,-59.89,2.0133e-05,58243.5397,Fermi-GBM,21.76
bn120909070,275.74,-59.45,9.848e-06,56179.0704,Fermi-GBM,112.066
bn200901158,61.758,-59.88,4.5091e-06,59093.158,Fermi-GBM,10.176
bn171112868,20.467,-59.678,1.4304e-05,58069.8683,Fermi-GBM,302.789
bn200126466,59.47,-59.62,1.283e-07,58874.4659,Fermi-GBM,0.768
bn230709902,218.44,-59.61,9.2858e-07,60134.9024,Fermi-GBM,3.84
bn251105958,241.72,0.03,8.5103e-07,60984.9578,Fermi-GBM,13.824
bn100225115,310.3,-59.4,5.8548e-06,55252.1149,Fermi-GBM,12.992
bn141031304,128.608,-59.1682,4.9279e-06,56961.3044,Fermi-GBM,19.456
bn200219317,342.638,-59.12,1.5848e-06,58898.3172,Fermi-GBM,1.152
bn140528837,280.731,-59.08,2.1546e-05,56805.8371,Fermi-GBM,13.568
bn101208498,280.94,-59.02,3.8427e-06,55538.4979,Fermi-GBM,2.048
bn180412425,62.32,-59.01,2.9571e-06,58220.4251,Fermi-GBM,20.992
bn130816074,197.14,-58.9452,7.9647e-07,56520.0739,Fermi-GBM,36.864
bn100916779,151.96,-59.38,1.7842e-06,55455.7786,Fermi-GBM,12.8
bn230731986,237.31,-58.91,1.2088e-06,60156.9856,Fermi-GBM,10.496
bn190828614,191.23,-58.77,1.5049e-05,58723.6142,Fermi-GBM,19.968
bn170627931,36.52,-58.7,1.791e-06,57931.9313,Fermi-GBM,17.152
bn140929677,177.45,-58.64,1.8724e-06,56929.6769,Fermi-GBM,37.12
bn140710901,204.646,-58.5913,1.3982e-06,56848.9011,Fermi-GBM,11.52
bn150306993,0.63,-58.55,2.7014e-05,57087.9928,Fermi-GBM,18.944
bn090117640,164.0,-58.2,2.5311e-06,54848.6403,Fermi-GBM,15.552
bn120210650,54.65,-58.52,6.445e-07,55967.6498,Fermi-GBM,1.344
bn110207959,179.0,-58.43,3.4231e-07,55599.9586,Fermi-GBM,7.68
bn111015427,220.65,-58.41,2.4199e-05,55849.4272,Fermi-GBM,92.737
bn240517612,249.93,-58.31,6.8598e-07,60447.6124,Fermi-GBM,24.32
bn161020767,32.56,-58.23,4.9986e-06,57681.7672,Fermi-GBM,22.078
bn160422499,41.26,-58.22,8.8021e-05,57500.4993,Fermi-GBM,12.288
bn130206817,140.375,-58.16,2.5681e-06,56329.817,Fermi-GBM,91.585
bn150301818,89.157,-57.977,3.0852e-06,57082.8181,Fermi-GBM,13.312
bn180620660,357.521,-57.9631,9.1061e-06,58289.6601,Fermi-GBM,46.721
bn090510325,269.4,-57.9,5.6035e-07,54961.3248,Fermi-GBM,7.424
bn150821406,341.913,-57.8941,5.2114e-05,57255.4058,Fermi-GBM,103.426
bn220610295,229.64,-57.8,7.8335e-06,59740.2949,Fermi-GBM,17.664
bn140330180,328.068,-57.745,5.6892e-06,56746.1805,Fermi-GBM,34.049
bn230815451,184.723,-58.0539,1.2814e-05,60171.4513,Fermi-GBM,5.181
bn200702892,300.44,-57.74,1.0551e-06,59032.8919,Fermi-GBM,23.04
bn220725563,105.34,-56.79,2.4407e-07,59785.5634,Fermi-GBM,0.256
bn201120442,78.16,-57.7,4.7219e-07,59173.4415,Fermi-GBM,3.136
bn091031500,71.7,-57.5,1.5292e-05,55135.5003,Fermi-GBM,33.921
bn081008832,280.0,-57.4,4.1957e-06,54747.832,Fermi-GBM,126.722
bn120220210,206.13,-57.36,1.2373e-06,55977.21,Fermi-GBM,21.248
bn141222298,178.04,-57.35,9.2055e-06,57013.2979,Fermi-GBM,2.752
bn250818063,213.833,-58.007,1.762e-05,60905.0635,Fermi-GBM,100.098
bn191026350,37.17,-52.7,2.9672e-06,58782.3498,Fermi-GBM,59.136
bn150702998,52.78,-57.0,1.1741e-05,57205.9977,Fermi-GBM,45.825
bn230320150,270.47,-57.33,3.9786e-06,60023.1496,Fermi-GBM,16.128
bn250601729,90.0709,-57.2892,1.4141e-06,60827.7289,Fermi-GBM,3.072
bn190726843,342.68,-55.98,1.946e-05,58690.8434,Fermi-GBM,224.26
bn161001045,71.9185,-57.2613,1.7635e-06,57662.0453,Fermi-GBM,2.24
bn130127299,301.21,-57.21,1.0219e-06,56319.2985,Fermi-GBM,19.456
bn110319815,325.57,-57.11,2.4923e-06,55639.8153,Fermi-GBM,31.232
bn110801335,248.27,-57.06,3.5374e-07,55774.3345,Fermi-GBM,0.384
bn170416583,284.22,-57.02,1.1272e-05,57859.5834,Fermi-GBM,61.952
bn080916406,336.3,-57.0,7.8107e-06,54725.4065,Fermi-GBM,46.337
bn131028096,333.4,-56.94,1.4565e-06,56593.0957,Fermi-GBM,14.336
bn210123305,345.12,-56.93,2.249e-05,59237.3049,Fermi-GBM,13.056
bn111009282,183.04,-56.82,1.2033e-05,55843.2817,Fermi-GBM,20.736
bn150824079,167.55,-56.767,1.9695e-05,57258.0788,Fermi-GBM,13.568
bn090519462,105.9,-56.7,4.3751e-06,54970.4621,Fermi-GBM,91.329
bn080916009,119.8,-56.6,6.0272e-05,54725.0089,Fermi-GBM,62.977
bn100825287,253.44,-56.57,1.3783e-06,55433.2874,Fermi-GBM,3.328
bn200924386,317.3,-56.4,6.3666e-07,59116.3857,Fermi-GBM,2.816
bn120316008,57.016,-56.288,1.6257e-05,56002.0077,Fermi-GBM,26.624
bn181227262,24.22,-56.12,6.3506e-05,58479.2618,Fermi-GBM,13.184
bn161228388,260.67,-56.06,3.6017e-06,57750.3883,Fermi-GBM,72.704
bn111220486,267.6,-56.05,5.3558e-05,55915.4864,Fermi-GBM,39.041
bn140928437,43.6988,-55.9288,4.4723e-06,56928.4374,Fermi-GBM,17.92
bn160829334,200.891,-55.883,3.3953e-07,57629.3345,Fermi-GBM,0.512
bn110205588,312.69,-55.85,4.2107e-06,55597.5884,Fermi-GBM,158.72
bn200223814,248.39,-55.79,4.4902e-06,58902.8139,Fermi-GBM,65.281
bn140506880,276.775,-55.6353,6.5933e-06,56783.8803,Fermi-GBM,64.128
bn251122989,336.518,-55.632,2.6306e-07,61001.9892,Fermi-GBM,1.536
bn190720964,138.87,-55.59,2.8728e-06,58684.9643,Fermi-GBM,10.496
bn200323782,156.47,-55.54,2.8845e-06,58931.7823,Fermi-GBM,2.112
bn160827586,155.16,-55.91,6.0188e-06,57627.5858,Fermi-GBM,51.2
bn150425617,214.23,-55.5,8.0518e-07,57137.6169,Fermi-GBM,4.352
bn121112806,78.98,-55.44,2.2315e-07,56243.8061,Fermi-GBM,1.28
bn201021852,12.55,-55.39,1.6782e-06,59143.8523,Fermi-GBM,35.328
bn160516237,310.83,-55.33,1.953e-06,57524.2374,Fermi-GBM,2.432
bn231103612,13.96,-55.26,2.5253e-06,60251.6122,Fermi-GBM,43.52
bn101224578,289.14,-55.25,3.8918e-06,55554.5785,Fermi-GBM,44.737
bn120510900,186.93,-55.24,6.0145e-06,56057.9003,Fermi-GBM,62.465
bn081129161,63.2,-54.9,1.6194e-05,54799.1612,Fermi-GBM,62.657
bn130228212,240.75,-55.21,1.6586e-05,56351.2125,Fermi-GBM,15.677
bn080928628,95.1,-55.2,1.165e-06,54737.6284,Fermi-GBM,14.336
bn240205926,351.76,-55.132,4.9464e-05,60345.9258,Fermi-GBM,47.105
bn240118508,49.84,-55.05,1.1504e-06,60327.5077,Fermi-GBM,26.624
bn230911185,351.71,-55.01,1.7218e-05,60198.1846,Fermi-GBM,85.505
bn090213236,330.6,-55.0,1.0974e-06,54875.2357,Fermi-GBM,20.224
bn190422670,189.23,-54.95,1.8196e-06,58595.6702,Fermi-GBM,20.736
bn230704821,211.98,-54.87,2.0121e-06,60129.821,Fermi-GBM,21.76
bn210204777,272.49,-54.81,2.4972e-06,59249.7771,Fermi-GBM,32.0
bn090720710,203.0,-54.8,1.4237e-05,55032.7104,Fermi-GBM,10.752
bn240417782,30.74,-49.68,1.0891e-07,60417.7821,Fermi-GBM,1.024
bn161020024,161.031,-54.7687,8.0793e-07,57681.0242,Fermi-GBM,12.288
bn210315716,98.77,-54.76,8.6312e-07,59288.7159,Fermi-GBM,5.632
bn220606044,28.474,-54.741,6.3086e-08,59736.0441,Fermi-GBM,0.896
bn190830264,159.2,-54.71,9.327e-07,58725.2644,Fermi-GBM,5.376
bn100715477,299.27,-54.71,2.5517e-06,55392.4773,Fermi-GBM,14.848
bn120331055,26.37,-54.84,6.7744e-07,56017.0549,Fermi-GBM,16.384
bn130515056,283.422,-54.281,1.0896e-06,56427.0565,Fermi-GBM,0.256
bn221108472,346.73,-54.71,1.2647e-06,59891.4719,Fermi-GBM,15.104
bn081109293,330.8,-54.7,6.5456e-06,54779.2931,Fermi-GBM,58.369
bn250202841,300.85,-54.51,2.1375e-06,60708.8407,Fermi-GBM,7.104
bn210805002,198.32,-54.48,1.4068e-07,59431.0015,Fermi-GBM,0.832
bn120728934,137.095,-54.4382,3.743e-06,56136.9342,Fermi-GBM,32.768
bn160513553,273.57,-54.42,2.3115e-07,57521.553,Fermi-GBM,1.664
bn241105671,66.2381,-49.7547,9.1087e-06,60619.6709,Fermi-GBM,91.842
bn171010875,34.123,-54.41,9.2608e-07,58036.8746,Fermi-GBM,25.344
bn100201588,115.67,-54.35,1.432e-05,55228.5877,Fermi-GBM,141.059
bn211116487,14.89,-54.33,5.3969e-07,59534.4868,Fermi-GBM,14.848
bn090308734,21.9,-54.3,2.5458e-06,54898.7336,Fermi-GBM,1.664
bn250522714,285.32,-54.3,6.6574e-07,60817.7145,Fermi-GBM,8.704
bn120117291,339.01,-54.25,1.2137e-07,55943.2914,Fermi-GBM,3.328
bn110227009,148.72,-54.04,1.6377e-07,55619.0087,Fermi-GBM,1.728
bn260208634,281.32,-49.17,5.0114e-06,61079.6335,Fermi-GBM,19.456
bn240226236,342.08,-24.64,9.3345e-07,60366.2362,Fermi-GBM,20.224
bn140711691,166.01,-24.6,2.3913e-06,56849.6913,Fermi-GBM,80.896
bn180728728,253.569,-54.031,5.5911e-05,58327.7285,Fermi-GBM,6.4
bn200714344,190.43,-53.95,1.0982e-06,59044.344,Fermi-GBM,0.96
bn140605377,121.79,-53.86,8.025e-07,56813.377,Fermi-GBM,0.512
bn211031175,71.98,-54.27,4.8999e-08,59518.1748,Fermi-GBM,0.128
bn200923748,126.3,-54.25,1.9181e-07,59115.7484,Fermi-GBM,0.64
bn150601904,79.67,-53.82,1.2722e-07,57174.9036,Fermi-GBM,0.768
bn211222768,103.45,-53.82,1.2578e-07,59570.7682,Fermi-GBM,1.024
bn250403636,194.593,-24.3762,2.8774e-06,60768.6357,Fermi-GBM,16.384
bn150913161,241.05,-53.79,1.0365e-05,57278.1611,Fermi-GBM,20.992
bn170317666,308.13,-53.75,8.8082e-06,57829.6663,Fermi-GBM,212.995
bn220803402,203.42,-53.68,3.3946e-06,59794.4022,Fermi-GBM,7.936
bn190110726,276.882,-53.676,4.9356e-06,58493.7256,Fermi-GBM,8.96
bn171029020,198.24,-54.25,1.5372e-06,58055.02,Fermi-GBM,19.712
bn110930564,187.31,-53.66,6.2323e-06,55834.5642,Fermi-GBM,37.889
bn190622368,165.21,-53.62,1.8138e-06,58656.3681,Fermi-GBM,31.744
bn240805085,190.915,-53.5953,2.7963e-05,60527.085,Fermi-GBM,10.752
bn150422294,156.02,-53.56,2.4463e-06,57134.2941,Fermi-GBM,30.208
bn200920651,211.12,-24.34,1.5387e-07,59112.6505,Fermi-GBM,1.472
bn221022612,231.58,-53.55,7.939e-07,59874.6123,Fermi-GBM,0.256
bn210308838,350.48,-53.55,1.0404e-07,59281.8375,Fermi-GBM,0.384
bn200709147,119.87,-53.04,6.2104e-06,59039.1467,Fermi-GBM,51.969
bn240807920,297.35,-42.71,8.7474e-07,60529.9196,Fermi-GBM,0.832
bn220320194,96.91,-53.54,4.3114e-05,59658.1944,Fermi-GBM,19.968
bn220910627,276.7,-53.52,9.2406e-08,59832.6271,Fermi-GBM,1.6
bn230409936,195.94,-53.38,3.3447e-06,60043.9359,Fermi-GBM,52.736
bn240617599,333.55,0.88,2.2742e-08,60478.5991,Fermi-GBM,0.128
bn130906435,279.39,-53.38,8.2427e-07,56541.435,Fermi-GBM,8.192
bn200623752,343.079,-53.378,7.2179e-07,59023.752,Fermi-GBM,0.704
bn210427206,177.32,-53.36,9.2263e-06,59331.2064,Fermi-GBM,18.688
bn260225635,326.42,0.89,2.2469e-05,61096.6348,Fermi-GBM,118.784
bn100204566,273.07,-52.78,3.775e-06,55231.5658,Fermi-GBM,32.513
bn141215560,179.056,-52.745,2.5822e-05,57006.5599,Fermi-GBM,11.264
bn080804972,328.7,-53.2,9.1294e-06,54682.9724,Fermi-GBM,24.704
bn180125891,213.32,-52.67,1.6266e-05,58143.8906,Fermi-GBM,22.784
bn221112263,91.79,-52.59,3.5873e-07,59895.2626,Fermi-GBM,10.752
bn100313288,172.71,-52.58,4.3972e-06,55268.2878,Fermi-GBM,12.864
bn240123742,312.66,17.27,2.3687e-06,60332.7417,Fermi-GBM,11.52
bn120420249,47.89,-52.19,2.878e-06,56037.2487,Fermi-GBM,25.6
bn250201417,115.81,-52.57,1.266e-05,60707.4165,Fermi-GBM,16.384
bn141122875,280.61,-52.52,4.0273e-06,56983.8748,Fermi-GBM,30.72
bn220820998,264.26,-41.9,8.8933e-08,59811.9982,Fermi-GBM,0.128
bn150508945,45.93,-52.45,2.8856e-06,57150.9449,Fermi-GBM,113.92
bn121127914,176.438,-52.414,1.5847e-06,56258.9139,Fermi-GBM,0.64
bn160316139,355.33,-52.38,1.9114e-06,57463.1387,Fermi-GBM,17.152
bn211104765,247.68,-52.34,2.5535e-06,59522.7652,Fermi-GBM,39.681
bn200411187,47.6624,-52.3181,6.5833e-07,58950.1868,Fermi-GBM,1.44
bn170209048,110.779,-52.2464,1.0732e-05,57793.0477,Fermi-GBM,39.677
bn250214231,122.85,-41.88,1.9873e-06,60720.2306,Fermi-GBM,6.912
bn230915288,165.59,-52.17,3.9607e-06,60202.2878,Fermi-GBM,28.928
bn201229639,340.36,-52.04,1.2738e-05,59212.639,Fermi-GBM,77.826
bn090412061,1.3,-51.9,1.2463e-07,54933.0612,Fermi-GBM,0.896
bn221014021,85.91,17.83,3.3892e-08,59866.0207,Fermi-GBM,0.32
bn080831053,211.2,-51.7,5.6227e-08,54709.0529,Fermi-GBM,0.576
bn100620119,80.1,-51.68,3.7157e-06,55367.1191,Fermi-GBM,51.841
bn220622394,286.22,-52.19,1.5432e-07,59752.3939,Fermi-GBM,0.512
bn251214008,152.39,17.87,2.1211e-06,61023.0078,Fermi-GBM,5.888
bn090920035,299.73,-52.19,3.7368e-06,55094.0347,Fermi-GBM,26.624
bn200714774,196.866,-51.6403,7.1563e-06,59044.7744,Fermi-GBM,20.736
bn210714331,313.67,-51.59,3.6533e-05,59409.3309,Fermi-GBM,42.369
bn110319628,207.96,-51.58,1.6823e-06,55639.6283,Fermi-GBM,15.104
bn130830921,350.97,-51.57,1.4411e-06,56534.9212,Fermi-GBM,36.352
bn150627183,117.49,-51.56,0.00017972,57200.1829,Fermi-GBM,64.577
bn231203293,230.59,-51.51,5.3892e-06,60281.2927,Fermi-GBM,36.608
bn101014175,26.94,-51.07,0.00020146,55483.1749,Fermi-GBM,449.415
bn210925056,47.99,-51.41,5.7858e-06,59482.0557,Fermi-GBM,4.544
bn210807955,143.551,-51.409,2.9852e-05,59433.9551,Fermi-GBM,125.442
bn200130417,137.53,-51.34,1.1459e-05,58878.4166,Fermi-GBM,11.293
bn221103285,126.65,-51.23,1.3112e-05,59886.2849,Fermi-GBM,140.29
bn161230298,295.04,-51.17,1.7285e-07,57752.2982,Fermi-GBM,0.448
bn160909061,242.68,-51.16,1.9165e-06,57640.0611,Fermi-GBM,18.432
bn150718656,124.75,-51.04,1.1114e-06,57221.6561,Fermi-GBM,19.456
bn160609941,70.29,-51.13,2.1305e-06,57548.9409,Fermi-GBM,60.16
bn230807934,73.33,-50.95,6.1744e-06,60163.934,Fermi-GBM,52.48
bn220130968,357.77,-50.86,5.7858e-05,59609.9685,Fermi-GBM,61.441
bn090805622,300.027,-50.8446,5.7886e-06,55048.6217,Fermi-GBM,46.592
bn160905471,162.245,-50.8014,7.3168e-05,57636.4715,Fermi-GBM,33.537
bn190609315,165.76,-50.79,1.4363e-05,58643.3153,Fermi-GBM,97.538
bn220408311,92.48,-50.97,3.4595e-05,59677.3112,Fermi-GBM,32.513
bn110706477,94.15,-50.77,6.7157e-06,55748.4766,Fermi-GBM,73.217
bn230204130,312.67,-50.73,9.0831e-08,59979.1295,Fermi-GBM,0.032
bn231030005,46.75,49.11,2.6656e-07,60247.0053,Fermi-GBM,6.4
bn081215880,228.6,-50.7,1.7803e-06,54815.8798,Fermi-GBM,7.68
bn210201567,144.98,-50.67,2.9938e-06,59246.5669,Fermi-GBM,39.68
bn210923124,278.95,-50.54,1.1129e-05,59480.1243,Fermi-GBM,128.512
bn201207977,124.14,-50.49,1.2907e-05,59190.977,Fermi-GBM,17.408
bn150922883,274.14,-50.47,6.4844e-07,57287.883,Fermi-GBM,2.816
bn250312859,180.86,-50.96,2.1689e-06,60746.859,Fermi-GBM,5.376
bn150923864,67.23,-50.01,1.5772e-06,57288.8642,Fermi-GBM,1.792
bn211224980,220.89,-41.57,2.2677e-07,59572.9803,Fermi-GBM,0.192
bn230227432,348.05,-50.38,2.1692e-06,60002.432,Fermi-GBM,15.36
bn140608153,151.22,-50.26,1.2302e-05,56816.1535,Fermi-GBM,71.681
bn180404091,53.3967,-50.2151,2.8009e-05,58212.0914,Fermi-GBM,80.897
bn091207333,12.67,-50.19,5.3668e-06,55172.3335,Fermi-GBM,27.073
bn260204701,338.46,-50.11,3.3181e-06,61075.7015,Fermi-GBM,33.025
bn120709883,318.4,-50.1,1.3729e-05,56117.8831,Fermi-GBM,27.328
bn190419414,106.45,-40.13,1.3705e-05,58592.4136,Fermi-GBM,212.741
bn100819498,279.6,-50.04,3.3218e-06,55427.4976,Fermi-GBM,12.544
bn230529330,346.84,-50.0,2.0628e-06,60093.3297,Fermi-GBM,36.608
bn230116205,81.3,-49.71,3.6749e-06,59960.2046,Fermi-GBM,7.933
bn121205507,238.59,-49.71,1.3345e-07,56266.507,Fermi-GBM,2.816
bn200311636,203.99,-49.68,4.2543e-05,58919.6363,Fermi-GBM,52.481
bn101013412,292.08,-49.64,6.4104e-06,55482.4116,Fermi-GBM,15.36
bn230518951,256.35,-49.62,9.4529e-08,60082.951,Fermi-GBM,0.896
bn210706571,113.95,-49.14,5.8913e-06,59401.5705,Fermi-GBM,3.84
bn090309767,174.3,-49.5,4.4239e-06,54899.7674,Fermi-GBM,56.513
bn091015129,316.09,-49.5,1.59e-06,55119.129,Fermi-GBM,3.84
bn141012773,286.82,-49.88,6.6405e-06,56942.7731,Fermi-GBM,37.633
bn130121835,211.31,-49.49,4.3448e-05,56313.8347,Fermi-GBM,178.691
bn160416022,176.62,-49.48,5.0656e-06,57494.0219,Fermi-GBM,26.621
bn211204144,35.42,-49.45,1.9627e-06,59552.1442,Fermi-GBM,77.056
bn101227536,150.87,-49.44,6.4409e-06,55557.536,Fermi-GBM,28.864
bn150721732,282.88,-49.41,1.3508e-06,57224.7323,Fermi-GBM,11.52
bn201128746,339.354,-49.246,7.8156e-07,59181.746,Fermi-GBM,11.264
bn230517462,120.67,-49.12,1.4492e-05,60081.4623,Fermi-GBM,23.296
bn200206706,298.17,-49.09,5.9706e-07,58885.7058,Fermi-GBM,13.824
bn200505994,81.07,-48.96,2.4803e-06,58974.9936,Fermi-GBM,9.984
bn260112226,312.58,-48.53,2.8051e-06,61052.2263,Fermi-GBM,43.584
bn110322558,99.04,-48.9,3.5602e-06,55642.5581,Fermi-GBM,36.097
bn190916590,321.27,-48.9,2.958e-06,58742.5904,Fermi-GBM,37.376
bn150301045,244.286,-48.697,1.8056e-07,57082.0448,Fermi-GBM,0.416
bn140115899,94.86,-48.86,3.2559e-06,56672.8994,Fermi-GBM,10.496
bn100424729,246.72,-48.85,9.2306e-06,55310.7293,Fermi-GBM,175.363
bn250919020,298.554,-48.8377,0.00026062,60937.02,Fermi-GBM,129.283
bn230129246,129.03,-34.23,2.2208e-06,59973.2457,Fermi-GBM,72.961
bn251228029,150.23,49.83,3.2295e-07,61037.0293,Fermi-GBM,0.704
bn230503847,65.99,-48.74,6.1295e-06,60067.8466,Fermi-GBM,83.458
bn240215828,309.52,-48.74,9.8077e-06,60355.8276,Fermi-GBM,21.76
bn120314412,17.89,-48.73,1.6419e-07,56000.4115,Fermi-GBM,1.28
bn230918997,307.66,-48.44,2.0179e-06,60205.9967,Fermi-GBM,14.08
bn170825784,116.32,-48.72,7.4724e-06,57990.7842,Fermi-GBM,65.024
bn180416340,116.31,-48.58,3.8795e-05,58224.3399,Fermi-GBM,103.426
bn160223670,18.11,-48.54,1.217e-05,57441.6699,Fermi-GBM,288.005
bn191118925,213.99,-48.4,1.0375e-05,58805.925,Fermi-GBM,36.353
bn200705674,60.48,-48.33,1.2876e-06,59035.6735,Fermi-GBM,16.128
bn150820880,258.65,-48.33,3.4278e-07,57254.88,Fermi-GBM,5.888
bn260210760,5.99,-48.31,2.9534e-06,61081.7598,Fermi-GBM,37.889
bn130722021,119.86,-47.45,1.4798e-06,56495.0207,Fermi-GBM,81.408
bn260410961,135.38,-33.92,3.3507e-06,61140.9611,Fermi-GBM,23.808
bn200207058,244.09,-48.3,4.2157e-06,58886.0576,Fermi-GBM,15.616
bn260404998,165.788,-48.562,1.0946e-07,61134.998,Fermi-GBM,0.064
bn250716062,65.72,-48.56,7.3989e-05,60872.0619,Fermi-GBM,66.049
bn151114645,62.14,-47.9,2.2018e-06,57340.6447,Fermi-GBM,34.816
bn180806665,30.49,-19.7,4.0182e-07,58336.6653,Fermi-GBM,8.448
bn130919985,242.22,-48.29,3.3617e-06,56554.9849,Fermi-GBM,17.408
bn160227831,123.43,-48.27,1.6614e-05,57445.8313,Fermi-GBM,7.68
bn120212353,303.4,-48.1,5.0869e-08,55969.3526,Fermi-GBM,0.864
bn150322066,125.84,-48.05,3.6315e-06,57103.066,Fermi-GBM,15.613
bn231118720,4.843,-48.035,7.4027e-06,60266.7198,Fermi-GBM,5.76
bn180605458,47.51,-48.025,1.8252e-05,58274.4579,Fermi-GBM,24.064
bn150313657,237.86,-47.85,8.6729e-07,57094.6574,Fermi-GBM,5.12
bn180807097,349.93,-47.84,4.5402e-06,58337.0972,Fermi-GBM,54.272
bn080815917,240.9,-47.8,4.6871e-07,54693.9167,Fermi-GBM,0.832
bn230419568,322.37,-19.09,2.6722e-07,60053.5679,Fermi-GBM,0.256
bn150830128,207.25,-47.78,4.1294e-06,57264.1282,Fermi-GBM,44.801
bn220831664,336.99,-47.55,6.7288e-07,59822.6643,Fermi-GBM,2.816
bn121027038,4.31,-47.54,7.3949e-06,56227.0377,Fermi-GBM,166.915
bn100204024,50.78,-47.89,9.3529e-06,55231.0235,Fermi-GBM,49.665
bn180611145,51.61,-47.86,4.7044e-06,58280.1452,Fermi-GBM,8.96
bn210113379,276.64,-47.51,2.4318e-06,59227.379,Fermi-GBM,38.4
bn230906538,81.37,-47.41,2.7576e-06,60193.5383,Fermi-GBM,1.024
bn081226509,25.5,-47.4,3.4448e-07,54826.5092,Fermi-GBM,0.192
bn150630958,358.16,-47.39,2.3007e-06,57203.9576,Fermi-GBM,39.169
bn181020792,13.9837,-47.3796,2.8074e-05,58411.7921,Fermi-GBM,15.104
bn120801920,245.73,-47.37,3.3402e-05,56140.9204,Fermi-GBM,479.239
bn090706283,205.07,-47.07,3.4858e-06,55018.2831,Fermi-GBM,57.857
bn181026540,352.43,-47.37,5.7028e-06,58417.5396,Fermi-GBM,44.8
bn250502308,239.16,-47.34,7.6139e-07,60797.3083,Fermi-GBM,5.632
bn220711675,79.625,-47.309,1.2715e-06,59771.675,Fermi-GBM,0.256
bn190324947,49.576,-47.239,1.638e-05,58566.9473,Fermi-GBM,26.881
bn161119633,47.19,-47.21,6.8453e-06,57711.6327,Fermi-GBM,77.824
bn170906030,203.955,-47.1007,9.4607e-05,58002.03,Fermi-GBM,78.849
bn141102536,208.614,-47.1,1.4195e-06,56963.5359,Fermi-GBM,2.624
bn230405832,271.441,-47.069,1.0735e-05,60039.832,Fermi-GBM,4.288
bn171119992,135.51,-46.99,4.6886e-05,58076.992,Fermi-GBM,26.369
bn251203346,165.55,-46.9,8.6765e-06,61012.3464,Fermi-GBM,35.073
bn240731597,8.65,-46.27,2.1867e-06,60522.5974,Fermi-GBM,11.264
bn170115743,189.12,-46.85,5.1941e-05,57768.7425,Fermi-GBM,44.288
bn250228308,94.9,-46.81,1.1455e-07,60734.3082,Fermi-GBM,0.64
bn170208758,166.564,-46.7674,2.6299e-06,57792.7578,Fermi-GBM,7.168
bn260129190,160.35,-46.76,1.1741e-06,61069.1897,Fermi-GBM,22.016
bn260317835,255.62,-18.51,1.9786e-08,61116.8346,Fermi-GBM,0.032
bn150604284,306.27,-46.72,1.4645e-06,57177.2837,Fermi-GBM,52.736
bn130403866,199.9,-46.68,1.0943e-06,56385.8658,Fermi-GBM,22.784
bn210524208,337.32,-47.05,1.3622e-05,59358.2083,Fermi-GBM,20.992
bn120203812,339.3,-46.59,1.1004e-06,55960.8121,Fermi-GBM,10.24
bn170629537,130.016,-46.587,4.3665e-06,57933.5372,Fermi-GBM,28.16
bn090630311,146.55,-46.58,1.0777e-06,55012.3107,Fermi-GBM,2.88
