event_id,ra,dec,energy,arrival_time,instrument,t90_s
bn231123114,83.78,-19.57,5.8406e-07,60271.1139,Fermi-GBM,3.52
bn171030729,74.09,-19.55,1.9641e-07,58056.729,Fermi-GBM,0.096
bn200224416,187.02,-19.55,6.9752e-08,58903.4158,Fermi-GBM,0.064
bn180417689,309.2,-19.51,1.6176e-07,58225.6894,Fermi-GBM,0.256
bn200501435,45.88,-19.5,6.4673e-07,58970.4345,Fermi-GBM,1.536
bn140513724,248.36,-19.5,4.1056e-06,56790.7238,Fermi-GBM,17.152
bn150326542,331.13,-19.65,1.3606e-06,57107.5421,Fermi-GBM,4.096
bn091126333,83.25,-19.27,3.5433e-07,55161.3329,Fermi-GBM,0.192
bn100615083,177.204,-19.482,8.7234e-06,55362.0827,Fermi-GBM,37.377
bn170723076,135.94,-19.44,1.8645e-06,57957.0758,Fermi-GBM,20.224
bn150415029,220.63,-19.34,3.8467e-06,57127.0286,Fermi-GBM,34.557
bn210827424,308.79,-19.34,7.4982e-06,59453.4238,Fermi-GBM,35.585
bn220714582,47.0803,-19.3269,7.0896e-06,59774.582,Fermi-GBM,28.16
bn251022940,65.38,-19.31,2.0811e-05,60970.9405,Fermi-GBM,99.586
bn100324172,39.672,-19.287,4.2793e-05,55279.172,Fermi-GBM,17.92
bn141229492,72.4283,-19.2328,5.5962e-06,57020.4924,Fermi-GBM,13.824
bn160818198,104.3,-19.22,1.6843e-06,57618.1978,Fermi-GBM,6.4
bn090426066,17.6,-19.2,6.7693e-07,54947.0664,Fermi-GBM,16.128
bn221212278,142.89,-19.2,1.1357e-06,59925.2785,Fermi-GBM,28.16
bn131014215,100.5,-19.1,0.00019793,56579.2146,Fermi-GBM,3.2
bn130514560,147.6,-18.97,2.2702e-06,56426.5601,Fermi-GBM,17.408
bn091127976,36.5829,-18.9524,2.0729e-05,55162.9762,Fermi-GBM,8.701
bn120916085,82.04,-19.22,7.3336e-08,56186.0849,Fermi-GBM,1.28
bn140717827,168.48,-18.94,5.7864e-06,56855.8271,Fermi-GBM,80.64
bn190307151,20.39,-18.93,1.6794e-05,58549.1509,Fermi-GBM,75.521
bn240603102,324.16,-18.92,1.5722e-06,60464.1025,Fermi-GBM,2.496
bn081125496,42.7,-18.9,1.8544e-05,54795.4956,Fermi-GBM,9.28
bn130325203,122.78,-18.9,7.4368e-06,56376.2027,Fermi-GBM,6.912
bn080905499,287.7,-18.9,8.5046e-07,54714.4992,Fermi-GBM,0.96
bn170115662,81.56,-18.67,5.6362e-06,57768.6615,Fermi-GBM,120.32
bn151130160,136.27,-18.82,2.3814e-06,57356.1603,Fermi-GBM,20.224
bn121123442,30.52,-18.79,1.4232e-05,56254.4416,Fermi-GBM,42.497
bn190217188,167.77,-18.74,8.8193e-07,58531.1885,Fermi-GBM,11.52
bn100126460,338.37,-18.74,1.0264e-06,55222.4605,Fermi-GBM,10.624
bn150603823,274.45,-18.71,4.712e-06,57176.8234,Fermi-GBM,102.144
bn090820509,318.26,-18.58,1.3413e-06,55063.5092,Fermi-GBM,15.296
bn100323542,188.87,-18.66,2.0419e-06,55278.5422,Fermi-GBM,60.673
bn160220059,236.952,-18.565,6.191e-07,57438.0593,Fermi-GBM,8.768
bn100820373,258.79,-18.51,2.9929e-06,55428.3729,Fermi-GBM,8.96
bn081101167,213.3,-18.5,1.3947e-06,54771.1671,Fermi-GBM,9.984
bn250116524,269.8,-18.48,9.313e-05,60691.5236,Fermi-GBM,15.872
bn180923931,310.61,-0.7,1.8808e-05,58384.9309,Fermi-GBM,8.192
bn211229930,185.0,-18.42,6.7829e-06,59577.9297,Fermi-GBM,24.256
bn210926869,347.72,-18.42,1.3784e-06,59483.869,Fermi-GBM,6.912
bn230625767,321.2,-18.66,5.5607e-06,60120.7668,Fermi-GBM,63.233
bn220309253,147.03,-0.55,1.3062e-06,59647.2533,Fermi-GBM,62.208
bn100814160,22.4722,-17.9964,1.4938e-05,55422.1598,Fermi-GBM,150.53
bn210606945,87.48,-18.41,7.0138e-05,59371.9447,Fermi-GBM,243.717
bn181215110,129.99,-18.37,5.0621e-06,58467.1102,Fermi-GBM,37.438
bn150727793,203.99,-18.36,4.4241e-06,57230.793,Fermi-GBM,49.409
bn210726106,173.72,-18.32,1.714e-06,59421.1062,Fermi-GBM,47.872
bn130416770,51.21,-18.25,9.3854e-07,56398.7701,Fermi-GBM,0.192
bn171219279,269.62,-18.03,1.7404e-07,58106.2794,Fermi-GBM,1.152
bn140118064,331.003,-17.948,3.9593e-06,56675.064,Fermi-GBM,90.112
bn120212383,43.105,-18.025,1.1489e-06,55969.3829,Fermi-GBM,9.216
bn090520876,131.3,-18.0,6.1823e-06,54971.8761,Fermi-GBM,30.657
bn210928084,245.9,-17.9,4.6363e-05,59485.0837,Fermi-GBM,23.808
bn250127635,127.49,-17.88,3.7655e-06,60702.6352,Fermi-GBM,52.481
bn220724988,236.84,-17.56,1.8896e-06,59784.9882,Fermi-GBM,35.585
bn121231445,335.47,-17.78,2.9369e-06,56292.4454,Fermi-GBM,32.768
bn151228129,214.004,-17.689,4.6306e-07,57384.1286,Fermi-GBM,0.256
bn081012549,30.2,-17.6,4.506e-06,54751.5489,Fermi-GBM,30.721
bn111207512,164.88,-17.94,2.6214e-07,55902.512,Fermi-GBM,0.768
bn230511945,237.48,-17.42,8.9175e-08,60075.9447,Fermi-GBM,0.192
bn251031306,190.3,-17.59,9.9256e-06,60979.3063,Fermi-GBM,44.801
bn090823133,49.53,-17.58,1.7665e-06,55066.1326,Fermi-GBM,58.113
bn251211548,281.45,-17.16,1.8181e-06,61020.5484,Fermi-GBM,34.56
bn130418844,216.53,-17.54,5.9823e-06,56400.8436,Fermi-GBM,169.472
bn220418720,224.344,-17.539,1.777e-07,59687.7197,Fermi-GBM,2.432
bn180805543,25.813,-17.503,3.662e-07,58335.5435,Fermi-GBM,0.96
bn251006561,269.13,-16.56,4.2005e-07,60954.5608,Fermi-GBM,1.408
bn090810781,116.43,-17.48,5.1452e-06,55053.7811,Fermi-GBM,62.977
bn100221368,27.12,-17.41,1.8334e-06,55248.3684,Fermi-GBM,23.552
bn120130699,150.04,-17.45,6.6122e-06,55956.6994,Fermi-GBM,27.776
bn141102112,223.23,-17.42,7.3632e-08,56963.112,Fermi-GBM,0.016
bn191225309,95.49,-17.35,2.9286e-06,58842.3092,Fermi-GBM,112.384
bn260401454,219.942,-17.349,1.6801e-05,61131.4538,Fermi-GBM,27.136
bn240403498,6.52,-17.3,3.642e-05,60403.4983,Fermi-GBM,35.585
bn081230871,207.6,-17.3,1.8087e-07,54830.8706,Fermi-GBM,0.512
bn211231292,289.37,-17.28,1.0876e-05,59579.292,Fermi-GBM,9.216
bn110204179,1.82,-17.4,3.0959e-06,55596.1786,Fermi-GBM,28.672
bn250702618,107.93,-15.77,1.5455e-07,60858.6177,Fermi-GBM,0.512
bn230710826,26.26,-17.36,1.2936e-06,60135.8264,Fermi-GBM,47.616
bn101129652,157.75,-17.25,8.6279e-07,55529.6524,Fermi-GBM,0.384
bn130310840,142.34,-17.23,1.1295e-05,56361.8401,Fermi-GBM,16.0
bn151023104,359.74,-17.15,1.3359e-06,57318.1038,Fermi-GBM,10.24
bn210925800,347.43,-17.14,1.8476e-05,59482.8003,Fermi-GBM,229.124
bn110105877,85.11,-17.12,2.0916e-05,55566.8768,Fermi-GBM,123.394
bn161201342,348.73,-17.11,1.7666e-06,57723.3423,Fermi-GBM,12.8
bn121119579,311.65,-16.92,8.8147e-07,56250.5786,Fermi-GBM,2.304
bn080817720,80.2,-17.1,1.8183e-06,54695.7202,Fermi-GBM,4.416
bn100224112,269.56,-17.08,1.0721e-05,55251.1118,Fermi-GBM,67.329
bn130127743,251.05,-17.07,2.3203e-07,56319.7433,Fermi-GBM,0.144
bn130811186,192.89,-17.04,6.3819e-06,56515.1861,Fermi-GBM,44.801
bn120410585,159.63,-17.0,2.9072e-07,56027.5847,Fermi-GBM,1.088
bn220917614,357.4,-16.96,1.0885e-06,59839.6142,Fermi-GBM,26.368
bn130723092,217.77,-16.86,8.7076e-07,56496.0921,Fermi-GBM,8.192
bn161218356,358.64,-16.95,8.5674e-05,57740.356,Fermi-GBM,25.857
bn150911588,33.11,-16.94,9.0896e-06,57276.5875,Fermi-GBM,46.081
bn140627401,66.49,-16.76,9.0019e-07,56835.4014,Fermi-GBM,7.424
bn200716060,139.348,-16.712,5.9102e-05,59046.0602,Fermi-GBM,45.057
bn191227069,319.17,-16.704,6.8927e-05,58844.069,Fermi-GBM,25.089
bn230911686,47.92,-16.7,1.012e-06,60198.6864,Fermi-GBM,16.384
bn180822423,209.54,-16.85,2.2138e-06,58352.4225,Fermi-GBM,8.448
bn090518244,211.2,-16.7,2.1052e-06,54969.2438,Fermi-GBM,6.784
bn160720275,330.15,-16.69,2.2196e-06,57589.2745,Fermi-GBM,14.336
bn201111323,80.55,-16.62,2.9595e-07,59164.3234,Fermi-GBM,3.584
bn170715878,287.22,-16.61,7.2167e-07,57949.8779,Fermi-GBM,12.8
bn240102125,181.17,-16.6,6.3772e-06,60311.125,Fermi-GBM,26.621
bn150809516,351.03,-16.59,6.0928e-06,57243.5159,Fermi-GBM,47.361
bn180701469,200.47,-16.37,4.3789e-06,58300.4688,Fermi-GBM,25.601
bn170803729,174.935,-16.312,1.8854e-06,57968.7295,Fermi-GBM,3.584
bn180522607,300.1,-16.53,1.3373e-06,58260.6074,Fermi-GBM,6.912
bn180205323,204.7,-16.5,3.959e-06,58154.323,Fermi-GBM,47.36
bn110526715,102.48,-16.42,5.1951e-07,55707.7146,Fermi-GBM,0.448
bn101030664,166.39,-16.389,5.1244e-06,55499.6642,Fermi-GBM,95.746
bn080817161,148.9,-16.3,5.325e-05,54695.1612,Fermi-GBM,60.289
bn210528586,134.06,-16.28,3.8199e-06,59362.586,Fermi-GBM,1.024
bn160515819,80.57,-16.31,5.9999e-06,57523.8185,Fermi-GBM,84.481
bn210312169,68.21,-16.26,2.7056e-06,59285.1695,Fermi-GBM,65.281
bn200909168,338.86,-16.26,5.9553e-06,59101.1676,Fermi-GBM,28.097
bn150424403,182.759,-16.212,3.8455e-06,57136.4028,Fermi-GBM,36.096
bn120831901,144.02,-16.21,2.5147e-07,56170.9011,Fermi-GBM,0.384
bn101201418,1.955,-16.196,2.3743e-05,55531.4179,Fermi-GBM,112.639
bn190204627,94.86,-16.15,3.9989e-06,58518.627,Fermi-GBM,41.216
bn190610834,314.83,-15.93,4.0032e-07,58644.8336,Fermi-GBM,3.072
bn111117526,27.16,-16.11,1.4234e-06,55882.5264,Fermi-GBM,23.808
bn221210108,268.7,-16.06,1.5584e-06,59923.1081,Fermi-GBM,18.176
bn200904085,15.81,-16.04,1.2025e-06,59096.0854,Fermi-GBM,37.632
bn080807993,101.7,-16.0,7.2988e-06,54685.9934,Fermi-GBM,19.072
bn210821291,5.27,-15.96,1.6063e-06,59447.2906,Fermi-GBM,51.712
bn110410133,30.94,-15.95,6.4122e-06,55661.1326,Fermi-GBM,61.952
bn200716316,344.37,-15.92,1.252e-05,59046.3156,Fermi-GBM,51.457
bn250918522,221.78,-15.9,1.6354e-05,60936.5224,Fermi-GBM,103.17
bn110624906,65.02,-15.95,2.7198e-07,55736.9059,Fermi-GBM,3.52
bn110901230,141.28,-15.79,1.5063e-06,55805.2304,Fermi-GBM,22.528
bn100207721,321.78,-15.78,4.341e-07,55234.7212,Fermi-GBM,17.728
bn220103877,36.86,-15.7,1.5677e-06,59582.8772,Fermi-GBM,6.912
bn100301068,110.14,-15.68,2.8365e-07,55256.0676,Fermi-GBM,0.96
bn210529677,15.84,-15.67,5.0004e-07,59363.6774,Fermi-GBM,2.368
bn230414334,209.54,-15.81,5.5773e-07,60048.3339,Fermi-GBM,0.8
bn210701834,313.62,-15.4,1.1218e-06,59396.8341,Fermi-GBM,68.864
bn181007385,303.67,-15.65,2.2738e-06,58398.385,Fermi-GBM,46.336
bn241013041,275.276,-15.6302,7.0314e-07,60596.0407,Fermi-GBM,12.544
bn170816258,10.7,-15.61,2.0629e-06,57981.2578,Fermi-GBM,61.44
bn100722096,238.77,-15.61,8.3071e-06,55399.0963,Fermi-GBM,7.165
bn120524134,358.15,-15.61,2.5274e-07,56071.134,Fermi-GBM,0.704
bn150501017,50.0,-15.57,1.461e-06,57143.0168,Fermi-GBM,9.728
bn240527297,307.57,-15.43,7.9829e-07,60457.2968,Fermi-GBM,9.728
bn111001804,340.01,-15.33,1.9005e-07,55835.8042,Fermi-GBM,0.384
bn110523344,219.03,-15.42,2.2273e-06,55704.3444,Fermi-GBM,44.544
bn110318552,338.274,-15.282,8.1527e-06,55638.5516,Fermi-GBM,14.464
bn100728095,88.761,-15.2561,0.00012788,55405.0955,Fermi-GBM,165.378
bn190425089,315.43,-15.21,4.2721e-07,58598.0887,Fermi-GBM,7.68
bn081017474,109.0,-15.2,1.389e-06,54756.474,Fermi-GBM,28.416
bn170430204,34.88,-15.17,1.2047e-07,57873.2044,Fermi-GBM,0.384
bn240421405,299.686,-14.879,1.2646e-05,60421.4047,Fermi-GBM,12.288
bn170419898,60.498,-15.143,2.248e-06,57862.8985,Fermi-GBM,24.064
bn130114019,310.19,-15.32,1.1132e-06,56306.0188,Fermi-GBM,8.704
bn140512814,289.371,-15.1,2.9345e-05,56789.8137,Fermi-GBM,147.97
bn180119837,348.72,-15.03,2.2341e-06,58137.8367,Fermi-GBM,3.008
bn241119350,248.16,-15.01,1.1484e-06,60633.3495,Fermi-GBM,20.992
bn180922734,345.53,-14.99,7.4239e-07,58383.7339,Fermi-GBM,16.896
bn240913836,89.31,-14.28,1.8495e-07,60566.8359,Fermi-GBM,0.744
bn180402406,251.905,-14.963,1.3125e-06,58210.4062,Fermi-GBM,0.448
bn111010899,77.02,-14.96,9.5878e-07,55844.8988,Fermi-GBM,18.56
bn130515430,312.84,-14.95,1.0078e-06,56427.4295,Fermi-GBM,20.48
bn230511145,262.81,-13.58,7.7799e-06,60075.1445,Fermi-GBM,234.245
bn081124060,340.1,-14.6,8.5897e-06,54794.0598,Fermi-GBM,19.456
bn220527387,323.57,-14.9,5.1774e-05,59726.387,Fermi-GBM,10.496
bn200707072,80.77,-14.88,2.5323e-06,59037.0723,Fermi-GBM,17.152
bn110717319,312.84,-14.84,4.245e-05,55759.3194,Fermi-GBM,90.369
bn150105257,124.32,-14.78,3.3542e-05,57027.2569,Fermi-GBM,80.641
bn220115943,317.78,-14.75,3.2811e-06,59594.9429,Fermi-GBM,36.608
bn120913997,213.644,-14.535,2.028e-05,56183.9972,Fermi-GBM,130.05
bn241008917,112.87,-14.48,1.9368e-05,60591.9167,Fermi-GBM,52.737
bn240527586,128.1,-14.48,1.1766e-05,60457.586,Fermi-GBM,24.832
bn130131511,189.63,-14.48,3.9205e-05,56323.5106,Fermi-GBM,147.459
bn130704560,65.56,-14.46,2.4271e-05,56477.5598,Fermi-GBM,6.4
bn200928290,58.88,-14.43,1.7771e-07,59120.2903,Fermi-GBM,0.128
bn190525032,338.02,5.45,8.2689e-07,58628.0318,Fermi-GBM,0.896
bn080808772,96.7,-14.4,6.3069e-06,54686.772,Fermi-GBM,210.178
bn241207869,234.82,-14.33,2.4031e-07,60651.8688,Fermi-GBM,0.256
bn221119627,144.6,-14.5,3.5192e-05,59902.627,Fermi-GBM,66.049
bn231024556,15.37,-14.05,8.1665e-08,60241.556,Fermi-GBM,0.048
bn220826218,316.01,-14.2,1.1728e-06,59817.2176,Fermi-GBM,10.496
bn220403424,30.28,-14.16,4.0796e-07,59672.4236,Fermi-GBM,6.912
bn191031635,31.75,-14.15,5.5399e-07,58787.6354,Fermi-GBM,9.984
bn241226940,79.2,5.97,6.145e-06,60670.94,Fermi-GBM,87.041
bn180306479,190.21,-14.14,2.2269e-06,58183.4788,Fermi-GBM,63.488
bn150811849,186.348,-14.105,3.4265e-06,57245.8488,Fermi-GBM,0.64
bn091002685,41.92,-14.01,3.3749e-07,55106.6849,Fermi-GBM,2.752
bn240710643,240.8,-14.0,1.0126e-05,60501.6428,Fermi-GBM,8.448
bn140426515,174.49,-13.95,2.2827e-06,56773.515,Fermi-GBM,37.568
bn191213784,331.06,-13.94,6.4239e-07,58830.7841,Fermi-GBM,9.216
bn241204152,316.5,6.55,7.7992e-07,60648.1523,Fermi-GBM,0.768
bn110809461,172.17,-13.93,3.9051e-06,55782.4608,Fermi-GBM,12.544
bn220407167,61.08,-13.91,2.384e-07,59676.1672,Fermi-GBM,1.408
bn250411762,245.72,-13.88,1.7734e-05,60776.7619,Fermi-GBM,268.805
bn260208412,99.64,-13.84,9.2123e-05,61079.4116,Fermi-GBM,145.411
bn160101030,219.651,-13.8154,1.7611e-05,57388.0305,Fermi-GBM,4.669
bn080725435,121.7,-14.0,7.9853e-06,54672.4348,Fermi-GBM,25.92
bn220426299,138.44,-13.8,3.0789e-06,59695.299,Fermi-GBM,87.554
bn090516853,15.7,-13.7,5.0024e-06,54967.8532,Fermi-GBM,14.464
bn160521839,72.51,-13.7,2.6183e-06,57529.8388,Fermi-GBM,15.872
bn120426585,285.49,-13.68,3.6585e-06,56043.585,Fermi-GBM,30.973
bn140211091,115.84,-13.59,7.3661e-07,56699.0908,Fermi-GBM,3.456
bn130717734,256.59,-13.57,1.8706e-06,56490.7336,Fermi-GBM,55.296
bn240525697,203.7,-13.23,1.5988e-06,60455.697,Fermi-GBM,21.76
bn210622440,126.54,-13.13,3.4954e-06,59387.4396,Fermi-GBM,16.128
bn180128881,323.18,-13.55,3.3083e-07,58146.8815,Fermi-GBM,1.792
bn160523919,261.14,-13.45,7.4714e-06,57531.9192,Fermi-GBM,71.424
bn240604594,172.22,-13.44,6.4371e-08,60465.5944,Fermi-GBM,0.384
bn141114687,6.75,-13.42,3.5928e-06,56975.687,Fermi-GBM,44.8
bn231214329,137.93,-13.42,3.0645e-06,60292.3291,Fermi-GBM,39.424
bn091020977,187.8,-13.4,1.0749e-05,55124.9768,Fermi-GBM,37.505
bn180116678,48.15,-13.31,1.6335e-05,58134.6778,Fermi-GBM,122.624
bn190727846,126.481,-13.268,6.2153e-05,58691.8458,Fermi-GBM,35.073
bn191125206,243.09,-13.12,4.9669e-05,58812.2061,Fermi-GBM,77.313
bn170901255,117.51,-13.23,8.4979e-07,57997.2554,Fermi-GBM,8.96
bn200903113,53.86,-13.04,7.9891e-06,59095.113,Fermi-GBM,80.897
bn150723608,149.86,-12.93,2.4539e-06,57226.6078,Fermi-GBM,33.024
bn110117626,129.51,-12.88,3.0284e-06,55578.626,Fermi-GBM,43.264
bn140302342,253.859,-12.8782,5.9576e-06,56718.3423,Fermi-GBM,67.584
bn180712358,128.45,-12.81,1.1738e-06,58311.3581,Fermi-GBM,37.12
bn230418883,47.44,-12.46,2.3673e-06,60052.883,Fermi-GBM,0.256
bn100322045,21.32,-12.44,6.6695e-05,55277.0453,Fermi-GBM,37.121
bn190507270,155.96,-12.8,4.4352e-06,58610.2697,Fermi-GBM,84.993
bn260122398,307.78,-12.79,3.3285e-06,61062.3984,Fermi-GBM,66.561
bn091013989,244.03,-12.76,2.3031e-06,55117.9892,Fermi-GBM,38.4
bn230330191,282.73,-12.55,4.4931e-06,60033.1906,Fermi-GBM,56.061
bn170121614,72.84,-12.65,2.0734e-05,57774.6141,Fermi-GBM,46.337
bn140408553,290.716,-12.5937,6.571e-07,56755.5527,Fermi-GBM,7.68
bn170114917,12.08,-12.55,1.8164e-05,57767.9175,Fermi-GBM,12.032
bn111011094,37.96,-12.53,4.2049e-07,55845.0939,Fermi-GBM,1.472
bn250109262,88.8055,-12.4966,6.3002e-07,60684.2619,Fermi-GBM,15.104
bn150126868,350.503,-12.368,2.5227e-05,57048.8685,Fermi-GBM,96.513
bn200722094,188.19,6.5,1.2033e-05,59052.0937,Fermi-GBM,64.769
bn171230119,325.29,-12.35,2.71e-07,58117.1191,Fermi-GBM,1.28
bn150329288,163.0,-12.32,1.7166e-06,57110.2884,Fermi-GBM,28.928
bn120820585,186.64,-12.31,6.9808e-06,56159.585,Fermi-GBM,107.522
bn211115688,120.87,-11.9,9.8831e-07,59533.6885,Fermi-GBM,8.96
bn200713919,231.04,-12.3,8.1291e-07,59043.9185,Fermi-GBM,5.12
bn251026305,132.32,-12.21,7.2116e-07,60974.3048,Fermi-GBM,6.016
bn250207053,16.0892,-12.1633,7.93e-06,60713.0528,Fermi-GBM,19.712
bn251105195,69.57,7.06,1.0786e-05,60984.1952,Fermi-GBM,65.281
bn150817087,249.643,-12.066,1.1668e-05,57251.0869,Fermi-GBM,35.584
bn110120666,61.6,-12.0,1.8853e-05,55581.6664,Fermi-GBM,26.173
bn130821674,314.1,-12.0,5.607e-05,56525.6739,Fermi-GBM,87.041
bn110407998,97.41,-11.95,2.6427e-05,55658.9979,Fermi-GBM,9.024
bn220510147,109.35,-11.86,3.0999e-07,59709.1466,Fermi-GBM,1.472
bn121123421,307.318,-11.859,2.1978e-05,56254.4208,Fermi-GBM,102.338
bn100218194,206.64,-11.94,2.6392e-06,55245.1936,Fermi-GBM,29.185
bn121229533,315.59,-11.94,3.5082e-06,56290.533,Fermi-GBM,23.037
bn090516353,138.26,-11.85,1.6267e-05,54967.3528,Fermi-GBM,123.138
bn221223997,353.65,-11.8,3.7662e-07,59936.9973,Fermi-GBM,0.32
bn220114585,202.88,-11.79,3.6504e-07,59593.5846,Fermi-GBM,0.704
bn130919173,297.35,-11.73,3.6832e-07,56554.1734,Fermi-GBM,0.96
bn090917661,230.34,-11.69,1.0829e-06,55091.6609,Fermi-GBM,26.624
bn130306991,279.48,-11.69,0.0001246,56357.9913,Fermi-GBM,120.578
bn200216380,311.438,-11.658,8.706e-07,58895.3802,Fermi-GBM,8.192
bn230603525,294.52,-11.62,3.5151e-06,60098.5246,Fermi-GBM,20.48
bn250126208,337.4,-11.61,1.7333e-05,60701.2075,Fermi-GBM,100.61
bn200928552,74.5,-11.59,4.4728e-06,59120.5518,Fermi-GBM,14.848
bn230918412,222.46,-11.56,4.343e-08,60205.4115,Fermi-GBM,0.64
bn110803783,300.42,-11.44,2.9511e-06,55776.7829,Fermi-GBM,186.883
bn130420343,122.68,-11.43,8.9181e-06,56402.3431,Fermi-GBM,38.913
bn251211856,176.16,-11.55,1.2569e-06,61020.8556,Fermi-GBM,4.096
bn220514517,147.667,13.147,2.1745e-05,59713.517,Fermi-GBM,66.305
bn130503214,214.72,-11.55,3.8581e-08,56415.2142,Fermi-GBM,0.88
bn230628233,139.19,-11.54,7.0874e-08,60123.2331,Fermi-GBM,0.256
bn130509839,133.86,-11.51,1.5157e-06,56421.8394,Fermi-GBM,31.488
bn151129333,60.82,-11.49,3.9498e-06,57355.3334,Fermi-GBM,52.224
bn201011837,290.72,-11.45,1.9859e-06,59133.8365,Fermi-GBM,56.576
bn101127102,70.95,-11.32,3.0852e-06,55527.1024,Fermi-GBM,60.672
bn180801276,240.92,-11.43,5.1128e-07,58331.2757,Fermi-GBM,0.32
bn090804940,130.4,-11.3,1.4426e-05,55047.9398,Fermi-GBM,5.568
bn191028174,319.2,-11.29,1.0338e-06,58784.1736,Fermi-GBM,4.864
bn250510925,127.91,13.4,6.7968e-08,60805.9255,Fermi-GBM,1.088
bn220317534,171.96,-11.28,6.7312e-07,59655.5337,Fermi-GBM,14.336
bn170419983,264.87,-11.23,1.4362e-06,57862.9835,Fermi-GBM,12.541
bn150703149,135.8,-11.19,5.0155e-06,57206.1487,Fermi-GBM,50.176
bn140320092,281.86,-11.17,1.0165e-07,56736.0922,Fermi-GBM,2.304
bn181203880,183.25,-11.04,3.3163e-06,58455.8795,Fermi-GBM,41.217
bn190315512,146.56,-11.15,9.3871e-06,58557.5123,Fermi-GBM,29.184
bn220520876,182.21,13.5,2.1076e-07,59719.8761,Fermi-GBM,1.28
bn240625957,90.02,-11.12,1.6022e-06,60486.9574,Fermi-GBM,26.625
bn110424758,293.31,-11.12,4.6521e-08,55675.7581,Fermi-GBM,0.672
bn100926694,43.58,-11.1,1.3742e-06,55465.6944,Fermi-GBM,37.888
bn200529039,238.765,-11.0722,4.8477e-06,58998.0393,Fermi-GBM,84.992
bn121004211,137.46,-11.02,3.7942e-07,56204.2106,Fermi-GBM,1.536
bn200201040,287.71,-11.04,1.0943e-06,58880.0398,Fermi-GBM,12.544
bn190923617,8.2,-11.02,1.6599e-06,58749.6167,Fermi-GBM,3.584
bn151021791,104.34,-10.96,1.2258e-05,57316.7913,Fermi-GBM,7.229
bn150101641,188.0,-10.956,2.3809e-07,57023.6414,Fermi-GBM,0.08
bn140526571,142.99,-10.95,1.5784e-07,56803.5715,Fermi-GBM,0.064
bn170109137,117.24,-10.92,1.4006e-05,57762.1372,Fermi-GBM,293.637
bn090514006,12.3,-10.9,6.4562e-06,54965.006,Fermi-GBM,43.521
bn110503145,70.51,-10.9,1.8652e-06,55684.1447,Fermi-GBM,7.936
bn230304918,280.74,-10.75,1.4955e-06,60007.9178,Fermi-GBM,17.152
bn110923835,323.4,-10.89,4.0919e-06,55827.8347,Fermi-GBM,46.398
bn200724213,121.73,-10.81,4.9411e-06,59054.2127,Fermi-GBM,228.352
bn110207470,12.542,-10.806,2.4861e-06,55599.4704,Fermi-GBM,37.888
bn081024851,145.8,-10.8,6.2707e-06,54763.8511,Fermi-GBM,56.065
bn220825082,87.9,-10.78,2.4349e-06,59816.0818,Fermi-GBM,14.08
bn220705282,149.78,-10.73,9.4669e-07,59765.2819,Fermi-GBM,22.016
bn170923566,228.3,-10.78,7.7694e-07,58019.5664,Fermi-GBM,27.648
bn170402285,330.36,-10.63,6.2484e-06,57845.2854,Fermi-GBM,7.229
bn170915520,259.83,-10.56,5.1357e-07,58011.5196,Fermi-GBM,0.64
bn111103441,327.122,-10.547,2.9768e-06,55868.4411,Fermi-GBM,11.968
bn171010792,66.5809,-10.4633,0.00063279,58036.7923,Fermi-GBM,107.266
bn140712706,319.28,-10.72,2.5834e-06,56850.7063,Fermi-GBM,28.928
bn151001348,246.74,-10.14,2.0203e-05,57296.3476,Fermi-GBM,377.862
bn221221915,63.15,-10.41,5.4972e-07,59934.9151,Fermi-GBM,0.192
bn120402669,223.73,-10.4,3.7475e-06,56019.6695,Fermi-GBM,20.224
bn200619252,225.15,-10.39,2.3436e-06,59019.2523,Fermi-GBM,15.104
bn100517154,243.59,-10.37,2.7932e-06,55333.1543,Fermi-GBM,30.464
bn090720276,203.694,-10.335,2.914e-06,55032.2765,Fermi-GBM,4.48
bn250505339,104.58,-10.33,2.9059e-06,60800.3393,Fermi-GBM,13.568
bn241010743,313.06,13.82,5.8518e-07,60593.743,Fermi-GBM,6.656
bn140129499,183.4,-10.32,2.2354e-07,56686.4993,Fermi-GBM,0.128
bn231004350,68.35,-9.95,2.8008e-06,60221.3497,Fermi-GBM,6.08
bn140916234,60.02,-10.26,6.0945e-06,56916.2339,Fermi-GBM,31.233
bn240821775,354.23,-10.18,4.1938e-06,60543.775,Fermi-GBM,1.728
bn190228973,271.07,-9.94,3.7981e-06,58542.9731,Fermi-GBM,50.944
bn161207224,294.81,-9.93,2.939e-07,57729.2242,Fermi-GBM,8.192
bn130510877,105.71,-9.87,3.2106e-06,56422.8773,Fermi-GBM,29.44
bn120119170,120.029,-9.803,3.8673e-05,55945.1697,Fermi-GBM,55.297
bn110227420,232.73,-9.94,2.4206e-06,55619.4196,Fermi-GBM,25.6
bn171011162,147.87,-9.8,5.4559e-06,58037.1616,Fermi-GBM,101.888
bn090426690,82.7,-9.7,3.5378e-06,54947.69,Fermi-GBM,7.488
bn140619475,132.7,-9.7,1.5459e-06,56827.4755,Fermi-GBM,2.816
bn141011282,257.939,-9.681,9.3785e-07,56941.2822,Fermi-GBM,0.08
bn110108977,11.62,-9.64,2.5114e-06,55569.9766,Fermi-GBM,51.456
